"0443649","10,000 BC (2008)"
"0251075","Evolution (2001)"
"0082348","Excalibur (1981)"
"0116253","Executive Decision (1996)"
"4601270","Ex Machina (2015)"
"4189442","Expelled (2014)"
"4019560","Exposed (2016)"
"4382872","Extraction (2015)"
"1536410","Faces in the Crowd (2011)"
"0428518","Fade to Black (2004)"
"0427229","Failure to Launch (2006)"
"0977855","Fair Game (2010)"
"0119095","FairyTale: A True Story (1997)"
"1507566","Fake (2011)"
"0106856","Falling Down (1993)"
"0489049","Fanboys (2009)"
"3183660","Fantastic Beasts and Where to Find Them (2016)"
"0432283","Fantastic Mr. Fox (2009)"
"0106332","Farewell My Concubine (1993)"
"0116282","Fargo (1996)"
"1596343","Fast Five (2011)"
"1013752","Fast & Furious (2009)"
"1905041","Fast & Furious 6 (2013)"
"0093010","Fatal Attraction (1987)"
"0106873","Fatal Instinct (1993)"
"0119109","Fathers' Day (1997)"
"0097336","Fat Man and Little Boy (1989)"
"0116287","Fear (1996)"
"0120669","Fear and Loathing in Las Vegas (1998)"
"0289944","Fear X (2003)"
"0426459","Feast (2005)"
"0091042","Ferris Bueller's Day Off (1986)"
"0332047","Fever Pitch (2005)"
"0067093","Fiddler on the Roof (1971)"
"0457572","Fido (2006)"
"0401420","Fierce People (2005)"
"4465564","Fifty Shades Darker (2017)"
"4477536","Fifty Shades Freed (2018)"
"2322441","Fifty Shades of Grey (2015)"
"0137523","Fight Club (1999)"
"2878846","Fight For Space (2017)"
"1450321","Filth (2013)"
"1622979","Final Destination 5 (2011)"
"3462002","Finders Keepers (2015)"
"0181536","Finding Forrester (2000)"
"0106912","Fire in the Sky (1993)"
"0091055","Firewalker (1986)"
"0082382","First Monday in October (1981)"
"8534088","First Reformed (2018)"
"3401882","Fist Fight (2017)"
"0068767","Fist of Fury (1972)"
"4848010","Fits and Starts (2017)"
"0065724","Five Easy Pieces (1970)"
"0080745","Flash Gordon (1980)"
"0155711","Flawless (1999)"
"0089155","Fletch (1985)"
"0097366","Fletch Lives (1989)"
"0099587","Flight of the Intruder (1991)"
"0377062","Flight of the Phoenix (2004)"
"0486321","Fly Me to the Moon (2008)"
"0770752","Fool's Gold (2008)"
"4875774","Footnotes (2016)"
"0059578","For a Few Dollars More (1965)"
"0077572","Force 10 From Navarone (1978)"
"0109830","Forrest Gump (1994)"
"1730294","For the Love of Money (2012)"
"3457734","Fort Tilden (2014)"
"0082398","For Your Eyes Only (1981)"
"0430105","Four Brothers (2005)"
"1341167","Four Lions (2010)"
"0109831","Four Weddings and a Funeral (1994)"
"0071517","Foxy Brown (1974)"
"0264616","Frailty (2001)"
"0021884","Frankenstein (1931)"
"1221208","Frankie & Alice (2010)"
"0060429","Frankie and Johnny (1966)"
"0101912","Frankie and Johnny (1991)"
"0109835","Frank & Jesse (1995)"
"0022913","Freaks (1932)"
"1927093","Fred 2: Night of the Living Fred (2011)"
"0486583","Fred Claus (2007)"
"0329101","Freddy vs. Jason (2003)"
"0463998","Freedom Writers (2007)"
"1658801","Freeheld (2015)"
"0120679","Frida (2002)"
"0390022","Friday Night Lights (2004)"
"0080761","Friday the 13th (1980)"
"0089173","Friday the 13th : A New Beginning (1985)"
"0082418","Friday the 13th Part 2 (1981)"
"0101921","Fried Green Tomatoes (1991)"
"1632708","Friends with Benefits (2011)"
"0089175","Fright Night (1985)"
"0116367","From Dusk Till Dawn (1996)"
"0120681","From Hell (2001)"
"0893412","From Prada to Nada (2011)"
"0057076","From Russia with Love (1963)"
"2334649","Fruitvale Station (2013)"
"5612742","F*&% the Prom (2017)"
"0290212","Full Frontal (2002)"
"0050419","Funny Face (1957)"
"2820852","Furious 7 (2015)"
"0492389","Furry Vengeance (2010)"
"2713180","Fury (2014)"
"0074559","Futureworld (1976)"
"0089118","F/X (1986)"
"0101846","F/X2 (1991)"
"0082432","Gallipoli (1981)"
"1034032","Gamer (2009)"
"0083987","Gandhi (1982)"
"0118900","Gang Related (1997)"
"0217505","Gangs of New York (2002)"
"1321870","Gangster Squad (2013)"
"0828393","Garden Party (2008)"
"0333766","Garden State (2004)"
"0356634","Garfield (2004)"
"0455499","Garfield: A Tail of Two Kitties (2006)"
"0036855","Gaslight (1944)"
"0077597","Gas Pump Girls (1979)"
"0119177","Gattaca (1997)"
"2473602","Get on Up (2014)"
"5052448","Get Out (2017)"
"0430308","Get Rich or Die Tryin' (2005)"
"0113161","Get Shorty (1995)"
"0087332","Ghostbusters (1984)"
"1289401","Ghostbusters (2016)"
"4513678","Ghostbusters 2 (1989)"
"0165798","Ghost Dog: The Way of the Samurai (1999)"
"1219827","Ghost in the Shell (2017)"
"0259324","Ghost Rider (2007)"
"0288477","Ghost Ship (2002)"
"5115546","Ghost Team (2016)"
"0995039","Ghost Town (2008)"
"0162346","Ghost World (2001)"
"6441670","Ghoulies (1985)"
"0093091","Ghoulies II (1987)"
"1583421","G.I. Joe: Retaliation (2013)"
"1046173","G.I. Joe: The Rise of Cobra (2009)"
"0365265","Ginger Snaps Back: The Beginning (2004)"
"0353489","Ginger Snaps: Unleashed (2004)"
"0371949","Girl (1999)"
"1698648","Girl Most Likely (2012)"
"3564472","Girls Trip (2017)"
"0335119","Girl with a Pearl Earring (2003)"
"0172495","Gladiator (2000)"
"3407428","Glassland (2014)"
"0104348","Glengarry Glen Ross (1992)"
"0097441","Glory (1989)"
"8777516","Glory (2017)"
"0139239","Go (1999)"
"1912398","God Bless America (2011)"
"0120684","Gods and Monsters (1998)"
"0120685","Godzilla (1998)"
"0109913","Go Fish (1994)"
"0077621","Goin' South (1978)"
"0113189","GoldenEye (1995)"
"0058150","Goldfinger (1964)"
"1838544","Gone (2012)"
"0031381","Gone with the Wind (1939)"
"0064381","Goodbye, Columbus (1969)"
"1095442","Goodbye Solo (2008)"
"0452625","Good Luck Chuck (2007)"
"0119217","Good Will Hunting (1997)"
"1456635","Goon (2011)"
"1051904","Goosebumps (2015)"
"0348836","Gothika (2003)"
"2349460","Grace Unplugged (2013)"
"0456554","Grandma's Boy (2006)"
"2039345","Grand Piano (2013)"
"0077631","Grease (1978)"
"0084021","Grease 2 (1982)"
"1133985","Green Lantern (2011)"
"0087365","Greystoke: Legend of Tarzan (1984)"
"2081255","Grimm's Snow White (2012)"
"0427312","Grizzly Man (2005)"
"0107048","Groundhog Day (1993)"
"1375670","Grown Ups (2010)"
"2191701","Grown Ups 2 (2013)"
"0113228","Grumpier Old Men (1995)"
"0061735","Guess Who's Coming to Dinner (1967)"
"0104377","Guncrazy (1992)"
"0050468","Gunfight at the O.K. Corral (1957)"
"3957170","Gun Runners (2015)"
"0064395","Guns of the Magnificent Seven (1969)"
"0113243","Hackers (1995)"
"0475290","Hail, Caesar! (2016)"
"0079261","Hair (1979)"
"0373883","Halloween (2007)"
"7889912","Halloween 2 (2009)"
"0120694","Halloween H20: 20 Years Later (1998)"
"0082495","Halloween II (1981)"
"0085636","Halloween III: Season of the Witch (1982)"
"0220506","Halloween: Resurrection (2002)"
"0093137","Hamburger Hill (1987)"
"0099726","Hamlet (1990)"
"0171359","Hamlet (2000)"
"0068673","Hammer (1972)"
"0448157","Hancock (2008)"
"0080836","Hangar 18 (1980)"
"0061747","Hang 'Em High (1968)"
"0091167","Hannah and Her Sisters (1986)"
"0212985","Hannibal (2001)"
"0367959","Hannibal Rising (2007)"
"0044685","Hans Christian Andersen (1952)"
"2415464","Hansel & Gretel (2013)"
"4145350","Hansel vs. Gretel (2015)"
"0308353","Happily N'Ever After (2006)"
"1235837","Happily N'Ever After 2 (2009)"
"5308322","Happy Death Day (2017)"
"0361693","Happy Endings (2005)"
"0366548","Happy Feet (2006)"
"0180734","Hardball (2001)"
"0424136","Hard Candy (2005)"
"3072482","Hardcore Henry (2015)"
"0120696","Hard Rain (1998)"
"0107076","Hard Target (1993)"
"0097481","Harlem Nights (1989)"
"0102005","Harley Davidson and the Marlboro Man (1991)"
"5182856","Harmonium (2016)"
"3518988","Harmontown (2014)"
"0366551","Harold & Kumar Go to White Castle (2004)"
"0116493","Harriet the Spy (1996)"
"0093148","Harry and the Hendersons (1987)"
"0295297","Harry Potter and the Chamber of Secrets (2002)"
"0926084","Harry Potter and the Deathly Hallows: Part 1 (2010)"
"1201607","Harry Potter and the Deathly Hallows: Part 2 (2011)"
"0417741","Harry Potter and the Half-Blood Prince (2009)"
"0241527","Harry Potter and the Sorcerer's Stone (2001)"
"0251114","Hart's War (2002)"
"1614989","Headhunters (2011)"
"0091188","Heartburn (1986)"
"0093164","Heat (1986)"
"0113277","Heat (1995)"
"0110005","Heavenly Creatures (1994)"
"7224180","Heidi (2017)"
"3276924","Heist (2015)"
"2318527","Hell Baby (2013)"
"1865393","Hellbenders (2012)"
"2582782","Hell or High Water (2016)"
"0104409","Hellraiser III: Hell on Earth (1992)"
"0229440","Hellraiser: Inferno (2000)"
"0116514","Hellraiser IV: Bloodline (1996)"
"0097499","Henry V (1989)"
"0097500","Her Alibi (1989)"
"0085672","Hercules (1983)"
"1267297","Hercules (2014)"
"3499424","Hercules Reborn (2014)"
"1648179","Here Comes the Boom (2012)"
"7784604","Hereditary (2018)"
"0102011","He Said, She Said (1991)"
"1403177","Hesher (2010)"
"0382077","Hide and Seek (2005)"
"0144964","Highlander: Endgame (2000)"
"6835572","Highlander III (1994)"
"0299981","Highlander: The Source (2007)"
"1692084","High Road (2011)"
"0338095","High Tension (2003)"
"0032599","His Girl Friday (1940)"
"0386588","Hitch (2005)"
"0975645","Hitchcock (2012)"
"0465494","Hitman (2007)"
"2679042","Hitman Agent 47 (2015)"
"1640459","Hobo with a Shotgun (2011)"
"0104427","Hoffa (1992)"
"2240312","Hold Your Breath (2012)"
"0164052","Hollow Man (2000)"
"0093200","Hollywood Shuffle (1987)"
"0144715","Holy Smoke (1999)"
"0099785","Home Alone (1990)"
"0104431","Home Alone 2: Lost in New York (1992)"
"0113321","Home for the Holidays (1995)"
"2051894","Home Run (2013)"
"0104438","Honeymoon in Vegas (1992)"
"0443536","Hoodwinked! (2005)"
"0102057","Hook (1991)"
"0091217","Hoosiers (1986)"
"0119313","Hope Floats (1998)"
"0451079","Horton Hears a Who! (2008)"
"0450278","Hostel (2005)"
"1880719","Hostel: Part 2 (2007)"
"5834262","Hotel Artemis (2018)"
"0785006","Hotel for Dogs (2009)"
"0395169","Hotel Rwanda (2004)"
"0837562","Hotel Transylvania (2012)"
"2510894","Hotel Transylvania 2 (2015)"
"0425112","Hot Fuzz (2007)"
"2967224","Hot Pursuit (2015)"
"0787475","Hot Rod (2007)"
"0102059","Hot Shots! (1991)"
"0107144","Hot Shots! Part Deux (1993)"
"1231587","Hot Tub Time Machine (2010)"
"2637294","Hot Tub Time Machine 2 (2015)"
"2094018","Hours (2013)"
"0051745","Houseboat (1958)"
"0251736","House of 1000 Corpses (2003)"
"0372334","House of D (2004)"
"0385004","House of Flying Daggers (2004)"
"0093223","House of Games (1987)"
"0317676","House of the Dead (2003)"
"0770810","How She Move (2007)"
"0120703","How Stella Got Her Groove Back (1998)"
"0080895","How to Beat the High Cost (1980)"
"0059287","How to Stuff a Wild Bikini (1965)"
"0286716","Hulk (2003)"
"1325753","Hulk Vs. (2009)"
"1334537","Humpday (2009)"
"3717316","Hunter Gatherer (2016)"
"4698684","Hunt for the Wilderpeople (2016)"
"0410097","Hustle & Flow (2005)"
"1477855","Hyde Park on Hudson (2012)"
"0327919","I Am David (2003)"
"0480249","I Am Legend (2007)"
"1226236","I Am Love (2009)"
"1075746","I Am Omega (2007)"
"0277027","I Am Sam (2001)"
"5120042","I Am the Blues (2015)"
"6450186","I Can Only Imagine (2018)"
"0268380","Ice Age (2002)"
"2024432","Identity Thief (2013)"
"1742650","I Don't Know How She Does It (2011)"
"1355630","If I Stay (2014)"
"1418377","I, Frankenstein (2014)"
"0356721","I Heart Huckabees (2004)"
"0119345","I Know What You Did Last Summer (1997)"
"0319531","I'll Sleep When I'm Dead (2003)"
"1155056","I Love You, Man (2009)"
"0780567","Imagine That (2009)"
"0368794","I'm Not There (2007)"
"0102103","Impromptu (1991)"
"1356864","I'm Still Here (2010)"
"0298845","In America (2002)"
"3608930","In a Valley of Violence (2016)"
"1375666","Inception (2010)"
"0061809","In Cold Blood (1967)"
"3606756","Incredibles 2 (2018)"
"0116629","Independence Day (1996)"
"9407254","Indiana Jones 4 (2008)"
"0097576","Indiana Jones and the Last Crusade (1989)"
"0087469","Indiana Jones and the Temple of Doom (1984)"
"0338564","Infernal Affairs (2002)"
"3062096","Inferno (2016)"
"0361748","Inglourious Basterds (2009)"
"0385267","In Good Company (2004)"
"0053946","Inherit the Wind (1960)"
"0388125","In Her Shoes (2005)"
"0119360","In & Out (1997)"
"0454848","Inside Man (2006)"
"5726086","Insidious: The Last Key (2018)"
"2378281","Instructions Not Included (2013)"
"2908446","Insurgent (2015)"
"0099850","Internal Affairs (1990)"
"4497338","Interrogation (2016)"
"0110146","Intersection (1994)"
"0061811","In the Heat of the Night (1967)"
"0107206","In the Line of Fire (1993)"
"0426615","In the Mix (2005)"
"0378109","Into the Blue (2005)"
"1634121","Intruders (2011)"
"0077745","Invasion of the Body Snatchers (1978)"
"0089348","Invasion U.S.A. (1985)"
"0119381","Inventing the Abbotts (1997)"
"1057500","Invictus (2009)"
"0110099","I.Q. (1994)"
"0280778","Iris (2001)"
"0057187","Irma la Douce (1963)"
"0343818","I, Robot (2004)"
"0371746","Iron Man (2008)"
"1228705","Iron Man 2 (2010)"
"1130088","Is Anybody There? (2008)"
"1588170","I Saw the Devil (2010)"
"0130018","I Still Know What You Did Last Summer (1998)"
"1396484","It (2017)"
"3235888","It Follows (2014)"
"0025316","It Happened One Night (1934)"
"5580036","I, Tonya (2017)"
"0071675","It's Alive (1974)"
"2633942","It's Alive (1979)"
"0057193","It's a Mad, Mad, Mad, Mad World (1963)"
"0038650","It's a Wonderful Life (1946)"
"0051786","It! The Terror from Beyond Space (1958)"
"1116184","Jackass 3D (2010)"
"0493430","Jackass Number Two (2006)"
"3123166","Jackass Presents: Bad Grandpa (2013)"
"0119396","Jackie Brown (1995)"
"0119396","Jackie Brown (1997)"
"2552498","Jack the Giant Killer (2013)"
"0113451","Jade (1995)"
"0226009","Jailbait (2000)"
"4196776","Jason Bourne (2016)"
"0211443","Jason X (2001)"
"0073195","Jaws (1975)"
"0077766","Jaws 2 (1978)"
"0085750","Jaws 3-D (1983)"
"0093300","Jaws: The Revenge (1987)"
"0263488","Jeepers Creepers (2001)"
"0301470","Jeepers Creepers 2 (2003)"
"3614530","Jem and the Holograms (2015)"
"1131734","Jennifer's Body (2009)"
"0068762","Jeremiah Johnson (1972)"
"0116695","Jerry Maguire (1996)"
"2300975","Jessabelle (2014)"
"0486358","Jesus Camp (2006)"
"0186253","Jesus' Son (1999)"
"0102138","JFK (1991)"
"0268397","Jimmy Neutron: Boy Genius (2001)"
"0116705","Jingle All the Way (1996)"
"1772925","Jiro Dreams of Sushi (2011)"
"2382396","Joe (2013)"
"0245686","Joe Dirt (2001)"
"0160672","Joe the King (1999)"
"0228333","John Carpenter's Ghosts of Mars (2001)"
"3668714","John Dies at the End (2013)"
"0274166","Johnny English (2003)"
"1634122","Johnny English Reborn (2011)"
"0426501","Johnny Was (2006)"
"0251160","John Q (2002)"
"0359517","Johnson Family Vacation (2004)"
"0455967","John Tucker Must Die (2006)"
"2911666","John Wick (2014)"
"4425200","John Wick: Chapter 2 (2017)"
"0298388","Jonah: A VeggieTales Movie (2002)"
"0373051","Journey to the Center of the Earth (2008)"
"0119426","Joyride (1997)"
"0055031","Judgment at Nuremberg (1961)"
"0071706","Juggernaut (1974)"
"1135503","Julie & Julia (2009)"
"0113497","Jumanji (1995)"
"2283362","Jumanji: Welcome to the Jungle (2017)"
"0489099","Jumper (2008)"
"0091306","Jumpin' Jack Flash (1986)"
"0467406","Juno (2007)"
"0647395","Ju-on (2002)"
"0367913","Ju-on: The Grudge 2 (2003)"
"1617661","Jupiter Ascending (2015)"
"0107290","Jurassic Park (1993)"
"8583566","Jurassic Park 3 (2001)"
"0369610","Jurassic World (2015)"
"8759720","Jurassic world 2 (2018)"
"5721088","Just Getting Started (2017)"
"1564367","Just Go With It (2011)"
"0974015","Justice League (2017)"
"0425123","Just Like Heaven (2005)"
"0305711","Just Married (2003)"
"0107302","Kalifornia (1993)"
"0116743","Kama Sutra: A Tale of Love (1996)"
"0084191","Kamikaze '89 (1982)"
"6712026","Kavan (2017)"
"7161880","Keanu (2017)"
"1250777","Kick-Ass (2010)"
"1650554","Kick-Ass 2 (2013)"
"0097659","Kickboxer (1989)"
"0113537","Kicking and Screaming (1995)"
"0384642","Kicking & Screaming (2005)"
"1458169","Kidnap (2017)"
"0266697","Kill Bill: Vol. 1 (2003)"
"0378194","Kill Bill: Vol. 2 (2004)"
"1982735","Killer Holiday (2013)"
"0095444","Killer Klowns from Outer Space (1988)"
"1103153","Killers (2010)"
"0048254","Killer's Kiss (1955)"
"2967226","Killing Hasselhoff (2016)"
"1480295","Killing Season (2013)"
"1764234","Killing Them Softly (2012)"
"0443559","Killshot (2008)"
"1216491","Kill the Messenger (2014)"
"0099938","Kindergarten Cop (1990)"
"0320661","Kingdom of Heaven (2005)"
"0024216","King Kong (1933)"
"0074751","King Kong (1976)"
"0360717","King Kong (2005)"
"0478188","King of the Lost World (2005)"
"0116778","Kingpin (1996)"
"0264761","Kissing Jessica Stein (2001)"
"0373469","Kiss Kiss Bang Bang (2005)"
"0119468","Kiss the Girls (1997)"
"1013743","Knight and Day (2010)"
"3605418","Knock Knock (2015)"
"0448011","Knowing (2009)"
"0079417","Kramer vs. Kramer (1979)"
"3850590","Krampus (2015)"
"0085811","Krull (1983)"
"4302938","Kubo and the Two Strings (2016)"
"0240468","Kung Pow: Enter the Fist (2002)"
"0119488","L.A. Confidential (1997)"
"4925292","Lady Bird (2017)"
"0089457","Ladyhawke (1985)"
"0839880","Lake Dead (2007)"
"0139414","Lake Placid (1999)"
"3783958","La La Land (2016)"
"0457400","Land of the Lost (2009)"
"0146316","Lara Croft: Tomb Raider (2001)"
"0146316","Lara Croft Tomb Raider 2 (2003)"
"2547172","Larry Gaye : Renegade Male Flight Attendent (2015)"
"0805564","Lars and the Real Girl (2007)"
"0110305","Lassie (1994)"
"0036098","Lassie Come Home (1943)"
"0107362","Last Action Hero (1993)"
"0408985","Last Holiday (2006)"
"2493486","Last Knights (2015)"
"0068835","Last of the Red Hot Lovers (1972)"
"0070849","Last Tango in Paris (1972)"
"1212450","Lawless (2012)"
"0056172","Lawrence of Arabia (1962)"
"1216492","Leap Year (2010)"
"1327773","Lee Daniels' The Butler (2013)"
"0250494","Legally Blonde (2001)"
"0333780","Legally Blonde 2 (2003)"
"3569230","Legend (2015)"
"0928375","Legend of the Bog (2009)"
"3624354","Legend of the Guardians (2010)"
"0110322","Legends of the Fall (1994)"
"1038686","Legion (2010)"
"0071746","Lenny (1974)"
"0478197","Leonard Cohen: I'm Your Man (2005)"
"0107387","Leprechaun (1993)"
"0110329","Leprechaun 2 (1994)"
"0113636","Leprechaun 3 (1995)"
"0116861","Leprechaun 4: In Space (1997)"
"8265976","Leprechaun: Back 2 tha Hood (2003)"
"8265974","Leprechaun in the Hood (2000)"
"2345613","Leprechaun: Origins (2014)"
"0093409","Lethal Weapon (1987)"
"0097733","Lethal Weapon 2 (1989)"
"0892318","Letters to Juliet (2010)"
"1139797","Let the Right One In (2008)"
"0097737","Leviathan (1989)"
"0097742","Licence to Kill (1989)"
"5442430","Life (2017)"
"2581244","Life After Beth (2014)"
"3917210","Life, Animated (2016)"
"0089489","Lifeforce (1985)"
"0118799","Life is Beautiful (1997)"
"2708254","Life of a King (2013)"
"1663207","Life of Crime (2013)"
"0102303","Life Stinks (1991)"
"0891527","Lions for Lambs (2007)"
"1623745","Little Birds (2011)"
"0970866","Little Fockers (2010)"
"0102316","Little Man Tate (1991)"
"0449059","Little Miss Sunshine (2006)"
"0097758","Little Monsters (1989)"
"0070328","Live and Let Die (1973)"
"0337978","Live Free or Die Hard (2007)"
"0120735","Lock, Stock and Two Smoking Barrels (1998)"
"1592873","LOL (2012)"
"0056193","Lolita (1962)"
"1091191","Lone Survivor (2013)"
"0085862","Lone Wolf McQuade (1983)"
"0100054","Lord of the Flies (1990)"
"0399295","Lord of War (2005)"
"0355702","Lords of Dogtown (2005)"
"0113691","Losing Isaiah (1995)"
"0245238","Lost and Delirious (2001)"
"0089504","Lost in America (1985)"
"0335266","Lost in Translation (2003)"
"0314331","Love Actually (2003)"
"3022594","Love and Other Drugs (2010)"
"0104765","Love Field (1992)"
"0258273","Lovely & Amazing (2001)"
"0234137","Love & Sex (2000)"
"5164432","Love, Simon (2018)"
"2279339","Love the Coopers (2015)"
"0338216","Lucky You (2007)"
"2872732","Lucy (2014)"
"0125879","Lulu on the Bridge (1998)"
"0095560","Mac and Me (1988)"
"1470023","MacGruber (2010)"
"0985694","Machete (2010)"
"0119592","Mad City (1997)"
"0227005","Made (2001)"
"0438205","Mad Hot Ballroom (2005)"
"0363276","Madhouse (2004)"
"0079501","Mad Max (1979)"
"0082694","Mad Max 2: The Road Warrior (1981)"
"0089530","Mad Max Beyond Thunderdome (1985)"
"1392190","Mad Max: Fury Road (2015)"
"0102370","Madonna: Truth or Dare (1991)"
"4077630","Mad Tiger (2017)"
"0070355","Magnum Force (1973)"
"2023587","Mama (2013)"
"0795421","Mamma Mia! (2008)"
"0420757","Man About Town (2006)"
"0079522","Manhattan (1979)"
"0093493","Mannequin (1987)"
"0102395","Mannequin: On the Move (1991)"
"0068909","Man of La Mancha (1972)"
"0770828","Man of Steel (2013)"
"1568338","Man on a Ledge (2012)"
"0328107","Man on Fire (2004)"
"1155592","Man on Wire (2008)"
"0290747","Man-Thing (2005)"
"3064298","Man Up (2015)"
"0266747","Marci X (2003)"
"1615147","Margin Call (2011)"
"0757361","Margot at the Wedding (2007)"
"0100114","Marked for Death (1990)"
"0822832","Marley & Me (2008)"
"0095593","Married to the Mob (1988)"
"0116996","Mars Attacks (1996)"
"0048356","Marty (1955)"
"0066026","MASH (1970)"
"0311113","Master and Commander (2003)"
"0416320","Match Point (2005)"
"0325805","Matchstick Men (2003)"
"0433412","Material Girls (2006)"
"0117008","Matilda (1996)"
"3369806","Max (2015)"
"0303361","May (2002)"
"0067411","McCabe & Mrs. Miller (1971)"
"0377091","Mean Creek (2004)"
"0377092","Mean Girls (2004)"
"0291341","Mean Machine (2001)"
"0070379","Mean Streets (1973)"
"0079540","Meatballs (1979)"
"0119643","Meet Joe Black (1998)"
"1436432","MegaFault (2009)"
"4899370","Megan Leavey (2017)"
"1587807","Mega Piranha (2010)"
"1680138","Mega Python vs. Gatoroid (2011)"
"1705773","Mega Shark vs. Crocosaurus (2010)"
"1350498","Mega Shark vs. Giant Octopus (2009)"
"4566574","Mega Shark vs. Kolossus (2015)"
"3152098","Mega Shark vs. Mecha Shark (2014)"
"1527186","Melancholia (2011)"
"0209144","Memento (2000)"
"0100133","Memphis Belle (1990)"
"0183505","Me, Myself & Irene (2000)"
"0100135","Men at Work (1990)"
"0119654","Men in Black (1997)"
"1409024","Men in Black 3 (2012)"
"0120912","Men in Black II (2002)"
"0203019","Men of Honor (2000)"
"0263734","Men with Brooms (2002)"
"1368116","Merantau (2009)"
"3598222","Mercenaries (2014)"
"3503840","Mercenary: Absolution (2015)"
"0860462","Mercury Man (2006)"
"1294699","Merlin and the War of the Dragons (2008)"
"0100140","Mermaids (1990)"
"3321300","MI-5 (2015)"
"1251757","Middle Men (2009)"
"1253596","Midgets Vs. Mascots (2009)"
"0795426","Midnight Clear (2006)"
"0064665","Midnight Cowboy (1969)"
"0037913","Mildred Pierce (1945)"
"0110516","Milk Money (1994)"
"0119675","Mimic (1997)"
"2621126","Mindless Behavior: All Around the World (2013)"
"10146586","Minecraft: Into the Nether (2015)"
"2293640","Minions (2015)"
"0039628","Miracle on 34th Street (1947)"
"1763256","Mischief Night (2014)"
"0100157","Misery (1990)"
"0087727","Missing in Action (1984)"
"0117060","Mission: Impossible (1996)"
"0117060","Mission: Impossible 2 (2000)"
"0117060","Mission: Impossible 3 (2006)"
"1229238","Mission: Impossible - Ghost Protocol (2011)"
"2381249","Mission: Impossible - Rogue Nation (2015)"
"0095647","Mississippi Burning (1988)"
"2349144","Mississippi Grind (2015)"
"2245003","Miss You Already (2015)"
